,Mus musculus,Rattus norvegicus,Panthera leo,Triturus cristatus,Ateles paniscus,Branta canadensis,Camelus dromedarius,Cebus albifrons,Crocodylus siamensis,Echinops telfairi,Erinaceus europaeus,Hippopotamus amphibius,Lagothrix lagotricha,Lutra lutra,Macaca mulatta,Mellivora capensis,Microtus xanthognathus,Nasua nasua,Tursiops truncatus,Anas platyrhynchos,Camelus bactrianus,Cavia porcellus,Crocuta crocuta,Elephas maximus,Lama guanicoe,Martes foina,Mustela putorius,Paguma larvata,Sminthopsis crassicaudata,Struthio camelus,Tragelaphus strepsiceros,Tapirus terrestris,Callimico goeldii,Colobus guereza,Lama glama,Macropus giganteus,Phalacrocorax carbo,Papio cynocephalus,Rhinolophus ferrumequinum,Squalus acanthias,Vultur gryphus,Panthera onca,Aquila chrysaetos,Ateles geoffroyi,Balaenoptera acutorostrata,Bos taurus,Ceratotherium simum,Crocodylus niloticus,Dasyurus viverrinus,Equus zebra,Homo sapiens,Papio anubis,Saimiri sciureus,Scalopus aquaticus,Ovis aries,Ursus thibetanus,Accipiter gentilis,Ailuropoda melanoleuca,Alligator mississippiensis,Antrozous pallidus,Canis latrans,Cebus capucinus,Chlorocebus aethiops,Chrysocyon brachyurus,Dasypus novemcinctus,Didelphis virginiana,Equus caballus,Lama vicugna,Physeter catodon,Procyon lotor,Oryctolagus cuniculus,Talpa europaea,Ursus maritimus,Aotus trivirgatus,Bradypus tridactylus,Bubalus bubalis,Caretta caretta,Gallus gallus,Columba livia,Helarctos malayanus,Lepus europaeus,Loxodonta africana,Macropus rufus,Meles meles,Myotis velifer,Ornithorhynchus anatinus,Potorous tridactylus,Tadarida brasiliensis,Thunnus thynnus,Vulpes vulpes,Sus scrofa,Rhea americana,Saguinus fuscicollis,Suncus murinus,Trichechus inunguis,Lemur catta,Lynx lynx,Macropus eugenii,Ondatra zibethicus,Phoca vitulina,Pongo pygmaeus,Pteronura brasiliensis,Rangifer tarandus,Rhinoceros unicornis,Aythya affinis,Aythya marila,Myodes glareolus,Peromyscus leucopus,Marmota flaviventris,Peromyscus maniculatus,Tamias minimus,Peromyscus polionotus,Peromyscus gossypinus,Peromyscus eremicus,Peromyscus boylii,Castor fiber,Marmota caligata,Peromyscus truei,Ammotragus lervia,Mammuthus primigenius,Mesoplodon densirostris,Orycteropus afer,Panthera pardus,Balaenoptera omurai,Panthera tigris,Lipotes vexillifer,Delphinapterus leucas,Sousa chinensis,Ochotona princeps,Branta bernicla,Aythya americana,Cygnus atratus,Melanitta nigra,Melanitta perspicillata,Bucephala albeola,Bos indicus,Neophocaena phocaenoides,Kogia sima,Bison bison,Somateria mollissima,Aythya valisineria,Mergus merganser,Bucephala clangula,Mareca americana,Anas carolinensis,Aythya collaris,Anser albifrons,Lophodytes cucullatus,Histrionicus histrionicus,Tadorna tadornoides,Cygnus columbianus,Cygnus buccinator,Mergus serrator,Spatula clypeata,Melanitta fusca,Anas acuta
Mus musculus
Bucephala albeola,3766071.4285714286,4218000.0,4275000.0,3641397.8494623657,4519285.714285715,399941.8604651163,4004430.379746835,4393750.0,3042286.5853658537,3905555.5555555555,4519285.714285715,4393750.0,4393750.0,4455633.802816901,4455633.802816901,4519285.714285715,3766071.4285714286,4519285.714285715,3678488.3720930233,538273.8095238095,4004430.379746835,4108441.5584415584,4162500.0,4218000.0,3954375.0,4455633.802816901,4333561.643835616,4275000.0,4333561.643835616,2190217.3913043477,4108441.5584415584,4162500.0,4455633.802816901,3857926.8292682925,3954375.0,4275000.0,2190625.0,4393750.0,4519285.714285715,4759750.0,1992708.3333333333,4275000.0,2336666.6666666665,4393750.0,4275000.0,4108441.5584415584,4218000.0,3005632.5301204817,3721764.705882353,4218000.0,10545000.0,4455633.802816901,4393750.0,4584782.608695652,4218000.0,4584782.608695652,2190625.0,4393750.0,2934911.7647058824,4393750.0,4519285.714285715,4393750.0,4393750.0,4519285.714285715,4333561.643835616,4218000.0,4218000.0,3954375.0,4333561.643835616,4519285.714285715,4218000.0,4393750.0,4584782.608695652,4393750.0,4004430.379746835,3954375.0,3437341.7721518986,1762727.2727272727,2022115.3846153845,4584782.608695652,4162500.0,4218000.0,4333561.643835616,4393750.0,4333561.643835616,4333561.643835616,4333561.643835616,4275000.0,5048033.707865168,4652205.882352941,4393750.0,2289772.727272727,4393750.0,4455633.802816901,4218000.0,4108441.5584415584,4333561.643835616,4333561.643835616,4162500.0,4519285.714285715,3721764.705882353,4455633.802816901,4055769.230769231,4393750.0,295831.3953488372,295831.3953488372,4393750.0,4333561.643835616,4218000.0,4275000.0,6083653.846153846,4275000.0,4275000.0,4275000.0,4218000.0,4218000.0,4218000.0,4275000.0,3928665.6666666665,4055769.230769231,4108441.5584415584,4333561.643835616,4275000.0,4275000.0,4275000.0,4162500.0,4108441.5584415584,4275000.0,4004430.379746835,399941.8604651163,12720750.0,368069.76744186046,229184.52380952382,229184.52380952382
Bos indicus,1091562.5,1712254.9019607843,2728906.25,4576351.3513513515,3493000.0,5751818.181818182,1928000.0,3358653.846153846,4584782.608695652,2079166.6666666667,2844419.35483871,2364285.714285714,3358653.846153846,3493000.0,3493000.0,3638541.6666666665,1617129.6296296297,3234259.2592592593,1587681.1594202898,5751818.181818182,1928000.0,2079166.6666666667,3234259.2592592593,2568382.3529411764,1928000.0,3493000.0,3358653.846153846,3234259.2592592593,3017708.3333333335,5649107.142857143,2162571.4285714286,3118750.0,3493000.0,786711.7117117117,1928000.0,3292045.4545454546,5968867.924528302,3118750.0,3118750.0,5666369.047619048,5649107.142857143,2728906.25,5649107.142857143,3638541.6666666665,5216666.666666667,217616.66666666666,3234259.2592592593,4652205.882352941,1905921.0526315789,2910833.3333333335,1455416.6666666667,3118750.0,3234259.2592592593,2129878.048780488,1443750.0,3358653.846153846,5968867.924528302,3969318.1818181816,4393750.0,2646212.121212121,3118750.0,3493000.0,3493000.0,3118750.0,2495000.0,3292045.4545454546,3011206.896551724,1928000.0,3912500.0,3358653.846153846,3011206.896551724,2495000.0,3358653.846153846,3358653.846153846,2728906.25,251946.42857142858,4942968.75,5751818.181818182,6083653.846153846,3358653.846153846,2910833.3333333335,2495000.0,3292045.4545454546,3493000.0,2646212.121212121,4179268.2926829266,3017708.3333333335,2816935.4838709678,5615937.5,3234259.2592592593,1495535.7142857143,5751818.181818182,3118750.0,2816935.4838709678,2646212.121212121,2425694.4444444445,2816935.4838709678,3292045.4545454546,1984659.0909090908,3358653.846153846,759347.8260869565,3493000.0,1588095.238095238,2910833.3333333335,5751818.181818182,5751818.181818182,2129878.048780488,2183125.0,2360135.135135135,2079166.6666666667,1782142.857142857,2239102.564102564,2239102.564102564,2183125.0,2360135.135135135,2079166.6666666667,2298026.3157894737,2298026.3157894737,24554160.416666668,2360135.135135135,4564583.333333333,2183125.0,2728906.25,5216666.666666667,2728906.25,4564583.333333333,4382000.0,4382000.0,2728906.25,5751818.181818182,4055769.230769231,5751818.181818182,5751818.181818182,5751818.181818182,4055769.230769231
Neophocaena phocaenoides,1386708.8607594937,2434444.4444444445,3319696.9696969697,4398051.948051948,5765789.47368421,6590625.0,4763043.478260869,5477500.0,4866923.076923077,2808974.358974359,3777586.206896552,5477500.0,5477500.0,4979545.454545454,4763043.478260869,4979545.454545454,2191000.0,4979545.454545454,296508.6206896552,6730851.063829787,4763043.478260869,3130000.0,3777586.206896552,4057407.407407407,4564583.333333333,5216666.666666667,4979545.454545454,3777586.206896552,2547674.418604651,6327000.0,5477500.0,4382000.0,5477500.0,986936.9369369369,4564583.333333333,2671951.2195121953,7030000.0,4382000.0,4979545.454545454,5876234.567901234,6456122.448979592,3319696.9696969697,6456122.448979592,6086111.111111111,3211363.6363636362,4979545.454545454,4382000.0,4866923.076923077,1441447.3684210526,4763043.478260869,1956250.0,4564583.333333333,5477500.0,2671951.2195121953,4213461.538461538,4763043.478260869,6730851.063829787,5216666.666666667,4519285.714285715,4057407.407407407,4213461.538461538,5216666.666666667,4564583.333333333,4213461.538461538,3423437.5,2608333.3333333335,5216666.666666667,4564583.333333333,1709333.3333333333,5216666.666666667,5765789.47368421,3319696.9696969697,4763043.478260869,4979545.454545454,4382000.0,3651666.6666666665,4942968.75,6730851.063829787,7030000.0,4763043.478260869,6086111.111111111,3912500.0,2671951.2195121953,4979545.454545454,4057407.407407407,3553125.0,2489772.727272727,4564583.333333333,5759935.897435897,4382000.0,4057407.407407407,6456122.448979592,5216666.666666667,3912500.0,3912500.0,3130000.0,3423437.5,2738750.0,2738750.0,5216666.666666667,944396.551724138,5216666.666666667,3651666.6666666665,4213461.538461538,6590625.0,6590625.0,3043055.5555555555,3533870.9677419355,3043055.5555555555,3130000.0,2381521.7391304346,3423437.5,3423437.5,3423437.5,3222058.8235294116,2808974.358974359,2960810.810810811,3319696.9696969697,9821664.166666666,3651666.6666666665,2848888.888888889,2738750.0,3319696.9696969697,3211363.6363636362,3319696.9696969697,8787000.0,5516666.666666667,17197500.0,3777586.206896552,6590625.0,4275000.0,6590625.0,6590625.0,6590625.0,4275000.0,4564583.333333333
Kogia sima,1404487.1794871795,2381521.7391304346,3222058.8235294116,4180864.1975308643,4763043.478260869,6456122.448979592,3777586.206896552,4564583.333333333,4721641.791044776,2434444.4444444445,3533870.9677419355,4382000.0,4564583.333333333,4057407.407407407,4213461.538461538,4382000.0,2191000.0,4382000.0,382686.5671641791,6590625.0,3777586.206896552,3423437.5,3533870.9677419355,4057407.407407407,3651666.6666666665,4213461.538461538,4057407.407407407,3319696.9696969697,2738750.0,6202941.176470588,4213461.538461538,3423437.5,4564583.333333333,969469.0265486726,3651666.6666666665,2738750.0,6877173.9130434785,3912500.0,4057407.407407407,5666369.047619048,6327000.0,3222058.8235294116,6327000.0,4979545.454545454,2717307.6923076925,4213461.538461538,3912500.0,4721641.791044776,1460666.6666666667,3912500.0,1856779.6610169492,4057407.407407407,4564583.333333333,2808974.358974359,4213461.538461538,3912500.0,6590625.0,4382000.0,4721641.791044776,3912500.0,4057407.407407407,4382000.0,4057407.407407407,4057407.407407407,3423437.5,2547674.418604651,3912500.0,3651666.6666666665,1610576.923076923,4564583.333333333,4763043.478260869,2960810.810810811,3912500.0,4213461.538461538,3533870.9677419355,3651666.6666666665,5102419.354838709,6590625.0,6730851.063829787,3912500.0,4763043.478260869,3912500.0,2738750.0,4382000.0,3912500.0,3072972.972972973,2608333.3333333335,3912500.0,6154452.05479452,4213461.538461538,3912500.0,6327000.0,4382000.0,3319696.9696969697,3533870.9677419355,3043055.5555555555,3319696.9696969697,2808974.358974359,2608333.3333333335,4213461.538461538,936324.7863247864,4213461.538461538,3319696.9696969697,3651666.6666666665,6456122.448979592,6456122.448979592,2808974.358974359,3043055.5555555555,3043055.5555555555,2882894.736842105,2235714.285714286,3130000.0,3130000.0,3043055.5555555555,3043055.5555555555,2882894.736842105,2960810.810810811,2960810.810810811,9821664.166666666,3651666.6666666665,1602500.0,2808974.358974359,3222058.8235294116,2717307.6923076925,3222058.8235294116,1972307.6923076923,1602500.0,1602500.0,3912500.0,6456122.448979592,4162500.0,6456122.448979592,6456122.448979592,6456122.448979592,4162500.0,4057407.407407407,1709333.3333333333
Bison bison,1091562.5,1712254.9019607843,2646212.121212121,4639041.095890411,3358653.846153846,5858333.333333333,1662068.9655172413,3234259.2592592593,4584782.608695652,2030813.953488372,2844419.35483871,2256818.1818181816,3234259.2592592593,3493000.0,3358653.846153846,3796739.1304347827,1679326.923076923,3118750.0,1565000.0,5858333.333333333,1662068.9655172413,2183125.0,3118750.0,2568382.3529411764,1662068.9655172413,3638541.6666666665,3493000.0,3358653.846153846,3081914.8936170214,5751818.181818182,2523000.0,2816935.4838709678,3358653.846153846,772787.6106194691,1662068.9655172413,3292045.4545454546,6083653.846153846,3234259.2592592593,3234259.2592592593,5666369.047619048,5751818.181818182,2646212.121212121,5751818.181818182,3493000.0,4763043.478260869,587875.0,3234259.2592592593,4652205.882352941,1905921.0526315789,2816935.4838709678,1455416.6666666667,3234259.2592592593,3118750.0,2183125.0,1332692.3076923077,3358653.846153846,6083653.846153846,3358653.846153846,4393750.0,2816935.4838709678,3118750.0,3118750.0,3358653.846153846,3118750.0,2425694.4444444445,3218888.888888889,2910833.3333333335,1662068.9655172413,4213461.538461538,3234259.2592592593,3118750.0,2568382.3529411764,3358653.846153846,3493000.0,3118750.0,360045.45454545453,5021428.571428572,5858333.333333333,6202941.176470588,3358653.846153846,2816935.4838709678,2495000.0,3292045.4545454546,3234259.2592592593,2816935.4838709678,4283750.0,3218888.888888889,3118750.0,5478963.414634147,3234259.2592592593,1395833.3333333333,5858333.333333333,3011206.896551724,2728906.25,2568382.3529411764,2568382.3529411764,2910833.3333333335,3292045.4545454546,2183125.0,3493000.0,746367.5213675214,3638541.6666666665,1852777.7777777778,3011206.896551724,5858333.333333333,5858333.333333333,2129878.048780488,2360135.135135135,2495000.0,2298026.3157894737,1898369.5652173914,2425694.4444444445,2425694.4444444445,2298026.3157894737,2495000.0,2030813.953488372,2425694.4444444445,2425694.4444444445,24554160.416666668,2360135.135135135,4213461.538461538,2239102.564102564,2646212.121212121,4763043.478260869,2646212.121212121,4979545.454545454,4382000.0,4382000.0,3118750.0,5858333.333333333,4108441.5584415584,5858333.333333333,5858333.333333333,5858333.333333333,4108441.5584415584,503892.85714285716,4564583.333333333,4382000.0
Somateria mollissima,4108441.5584415584,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,8598750.0,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,22607500.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,16791666.666666668,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,21030000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,10515000.0,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,19390000.0,7510714.285714285,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,12720750.0,12720750.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,8598750.0,295831.3953488372,7913500.0,229184.52380952382,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333
Aythya valisineria,4108441.5584415584,6202941.176470588,6456122.448979592,4576351.3513513515,7356976.7441860465,17197500.0,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,11303750.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,14392857.142857144,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,9559090.909090908,7030000.0,7189772.7272727275,5599705.882352941,10627777.777777778,6456122.448979592,17525000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,9559090.909090908,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5657291.666666667,15512000.0,8088461.538461538,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,20150000.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,17197500.0,57071.42857142857,15827000.0,12720750.0,12720750.0,295831.3953488372,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333,12720750.0
Mergus merganser,4108441.5584415584,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,6817500.0,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,19045000.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,16791666.666666668,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,21030000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,10515000.0,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,19390000.0,7510714.285714285,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,15937500.0,15937500.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,6817500.0,370639.5348837209,6132250.0,379464.28571428574,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333,15937500.0
Bucephala clangula,4108441.5584415584,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,8598750.0,6083653.846153846,7030000.0,4706933.962264151,5550000.0,7532142.857142857,6730851.063829787,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3678488.3720930233,22607500.0,6083653.846153846,5858333.333333333,6327000.0,6730851.063829787,5968867.924528302,7189772.7272727275,6877173.9130434785,6456122.448979592,7532142.857142857,16791666.666666668,5968867.924528302,6327000.0,7189772.7272727275,2727155.172413793,5968867.924528302,6877173.9130434785,10515000.0,7030000.0,7189772.7272727275,5599705.882352941,11956250.0,6456122.448979592,21030000.0,7030000.0,6877173.9130434785,5858333.333333333,6590625.0,4619768.518518519,3905555.5555555555,6590625.0,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,10515000.0,7030000.0,4376622.807017544,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7030000.0,6590625.0,5968867.924528302,6730851.063829787,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,19390000.0,7510714.285714285,7532142.857142857,6456122.448979592,6730851.063829787,7030000.0,7030000.0,6877173.9130434785,7030000.0,7189772.7272727275,6202941.176470588,6606985.294117647,7715853.658536585,6590625.0,25187500.0,7030000.0,7030000.0,6456122.448979592,6327000.0,6590625.0,7030000.0,6083653.846153846,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,6877173.9130434785,12720750.0,12720750.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6327000.0,6327000.0,6590625.0,5666344.711538462,6327000.0,6327000.0,5454310.344827586,6456122.448979592,6877173.9130434785,6456122.448979592,6327000.0,6202941.176470588,6590625.0,5968867.924528302,8598750.0,295831.3953488372,7913500.0,106345.23809523809,5751818.181818182,6590625.0,6456122.448979592,5858333.333333333,12720750.0
Mareca americana,4162500.0,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,6768333.333333333,5968867.924528302,7030000.0,4797451.923076923,5550000.0,7532142.857142857,6877173.9130434785,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3721764.705882353,5968867.924528302,5858333.333333333,6327000.0,6590625.0,5858333.333333333,7189772.7272727275,6877173.9130434785,6456122.448979592,7715853.658536585,20150000.0,6083653.846153846,6456122.448979592,7189772.7272727275,2727155.172413793,5858333.333333333,6730851.063829787,11683333.333333334,7030000.0,7189772.7272727275,5666369.047619048,10627777.777777778,6456122.448979592,17525000.0,7030000.0,7030000.0,5858333.333333333,6730851.063829787,4706933.962264151,3954375.0,6730851.063829787,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,9559090.909090908,7030000.0,4454776.785714285,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7189772.7272727275,6730851.063829787,5858333.333333333,6877173.9130434785,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,25853333.333333332,8088461.538461538,7532142.857142857,6456122.448979592,6590625.0,6877173.9130434785,7030000.0,6877173.9130434785,7189772.7272727275,7030000.0,6202941.176470588,6705597.014925373,7715853.658536585,6456122.448979592,33583333.333333336,7030000.0,7030000.0,6590625.0,6327000.0,6590625.0,6877173.9130434785,5968867.924528302,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,7030000.0,11303750.0,11303750.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6456122.448979592,6327000.0,6590625.0,5666344.711538462,6202941.176470588,6456122.448979592,5454310.344827586,6456122.448979592,7030000.0,6456122.448979592,6456122.448979592,6327000.0,6730851.063829787,5968867.924528302,6768333.333333333,525755.8139534884,6311500.0,22607500.0,22607500.0,538273.8095238095,5751818.181818182,6730851.063829787,6590625.0,5858333.333333333,22607500.0,11303750.0,19045000.0,22607500.0
Anas carolinensis,4162500.0,6083653.846153846,6456122.448979592,4576351.3513513515,7356976.7441860465,6768333.333333333,5968867.924528302,7030000.0,4797451.923076923,5550000.0,7532142.857142857,6877173.9130434785,7030000.0,7189772.7272727275,7189772.7272727275,7356976.7441860465,5361864.406779661,7356976.7441860465,3721764.705882353,5968867.924528302,5858333.333333333,6327000.0,6590625.0,5858333.333333333,7189772.7272727275,6877173.9130434785,6456122.448979592,7715853.658536585,20150000.0,6083653.846153846,6456122.448979592,7189772.7272727275,2727155.172413793,5858333.333333333,6730851.063829787,11683333.333333334,7030000.0,7189772.7272727275,5666369.047619048,10627777.777777778,6456122.448979592,17525000.0,7030000.0,7030000.0,5858333.333333333,6730851.063829787,4706933.962264151,3954375.0,6730851.063829787,4393750.0,7189772.7272727275,7030000.0,6877173.9130434785,6202941.176470588,7532142.857142857,9559090.909090908,7030000.0,4454776.785714285,6730851.063829787,7356976.7441860465,7030000.0,7030000.0,7356976.7441860465,6083653.846153846,7189772.7272727275,6730851.063829787,5858333.333333333,6877173.9130434785,7356976.7441860465,6590625.0,6730851.063829787,7532142.857142857,7030000.0,5858333.333333333,5550000.0,5541836.734693877,25853333.333333332,8088461.538461538,7532142.857142857,6456122.448979592,6590625.0,6877173.9130434785,7030000.0,6877173.9130434785,7189772.7272727275,7030000.0,6202941.176470588,6705597.014925373,7715853.658536585,6456122.448979592,33583333.333333336,7030000.0,7030000.0,6590625.0,6327000.0,6590625.0,6877173.9130434785,5968867.924528302,7356976.7441860465,2636250.0,7189772.7272727275,6083653.846153846,7030000.0,11303750.0,11303750.0,6730851.063829787,6590625.0,6456122.448979592,6327000.0,4721641.791044776,6456122.448979592,6456122.448979592,6590625.0,6456122.448979592,6456122.448979592,6327000.0,6590625.0,5666344.711538462,6202941.176470588,6456122.448979592,5454310.344827586,6456122.448979592,7030000.0,6456122.448979592,6456122.448979592,6327000.0,6730851.063829787,5968867.924528302,6768333.333333333,525755.8139534884,6311500.0,22607500.0,22607500.0,538273.8095238095,5751818.181818182,6730851.063829787,6590625.0,5858333.333333333,22607500.0,11303750.0,19045000.0,22607500.0
